ISO	Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Estimates Start After
BRA	Brazil	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	148.915	171.141	182.970	146.702	145.992	231.757	268.846	292.624	326.902	448.765	465.004	407.727	390.586	438.298	558.374	786.479	850.800	883.534	864.017	599.438	655.454	559.982	509.798	558.232	669.290	891.633	1,107.628	1,397.114	1,695.855	1,669.204	2,208.704	2,614.027	2,464.053	2,471.718	2,456.054	1,801.482	1,798.622	2,080.916	2,199.721	2,299.227	2,403.866	2,513.269	2,629.457	2016
BRN	Brunei Darussalam	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. Department of Economic Planning and Development, Prime Minister's office. Latest actual data: 2016 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Brunei dollar Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	9.754	5.887	6.540	5.947	6.464	7.084	7.098	7.568	7.364	6.930	7.449	8.007	8.565	7.524	8.654	11.485	11.140	11.615	12.682	14.771	17.611	20.237	20.461	22.681	17.298	18.690	23.303	23.802	22.639	21.664	17.778	15.748	16.666	16.590	17.780	19.285	21.596	23.190	2016
BRN	Brunei Darussalam	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	4.434	2.704	3.105	2.955	3.314	3.908	4.109	4.646	4.558	4.537	5.255	5.679	5.769	4.496	5.106	6.662	6.218	6.487	7.279	8.739	10.581	12.736	13.576	16.005	11.892	13.707	18.525	19.047	18.092	17.098	12.931	11.399	11.963	11.991	12.824	13.806	15.326	16.319	2016
BGR	Bulgaria	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1996 Primary domestic currency: Bulgarian lev Data last updated: 09/2017	0.025	0.027	0.028	0.029	0.030	0.031	0.033	0.035	0.037	0.038	0.044	0.130	0.193	0.287	0.504	0.844	1.688	16.859	23.285	24.811	27.928	30.751	33.806	36.357	40.886	46.651	53.219	63.464	72.756	72.986	74.771	80.759	82.040	82.166	83.634	88.571	92.635	97.022	101.569	106.338	111.419	116.603	122.028	2016
BGR	Bulgaria	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	24.974	26.937	28.094	28.870	30.668	26.258	23.239	26.938	44.022	44.835	19.768	1.937	7.861	4.266	7.500	12.564	9.491	10.024	13.227	13.501	13.153	14.076	16.277	20.984	25.958	29.636	34.131	44.410	54.408	51.885	50.611	57.420	53.901	55.760	56.732	50.199	52.390	55.954	61.093	64.253	67.430	70.322	73.279	2016
BFA	Burkina Faso	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. The ministry of economy also provides estimates Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1999 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 08/2017	448.179	501.512	564.959	598.719	613.655	697.478	705.184	712.222	779.183	834.394	844.375	884.418	888.489	905.989	1,052.274	1,187.733	1,323.156	1,428.629	1,654.757	1,854.900	1,874.781	2,077.259	2,234.958	2,443.503	2,555.288	2,882.208	3,040.542	3,245.246	3,747.969	3,951.810	4,447.570	5,060.322	5,700.578	5,896.202	6,086.113	6,593.853	7,185.621	7,797.258	8,473.139	9,200.364	9,994.693	10,854.608	11,735.540	2016
BFA	Burkina Faso	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	2.121	1.846	1.719	1.571	1.404	1.553	2.036	2.370	2.616	2.616	3.101	3.135	3.357	3.200	1.924	2.380	2.587	2.448	2.805	3.013	2.633	2.836	3.218	4.212	4.843	5.474	5.820	6.781	8.409	8.391	9.123	10.734	11.172	11.938	12.329	11.154	12.123	13.187	14.659	15.978	17.375	18.796	20.228	2016
BDI	Burundi	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2015. No official national accounts data have been published since 1998. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No Primary domestic currency: Burundi franc Data last updated: 08/2017	85.546	89.022	94.027	102.819	120.365	141.246	140.742	143.488	152.798	179.420	193.662	211.849	225.439	227.738	233.554	249.687	262.893	342.542	399.881	487.880	627.262	727.963	768.145	849.382	1,007.492	1,208.244	1,309.900	1,467.231	1,911.139	2,184.177	2,501.047	2,819.534	3,365.810	3,997.317	4,538.221	4,723.455	5,192.319	5,872.284	6,928.057	8,694.652	10,651.893	12,744.386	15,117.340	2015
BDI	Burundi	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	0.951	0.989	1.045	1.106	1.005	1.170	1.233	1.161	1.088	1.131	1.131	1.167	1.082	0.938	0.924	1.000	0.868	0.972	0.893	0.866	0.870	0.877	0.825	0.785	0.915	1.117	1.273	1.356	1.612	1.775	2.032	2.236	2.333	2.575	2.934	3.005	3.138	3.393	3.811	4.548	5.301	6.033	6.808	2015
CPV	Cabo Verde	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 Notes: The national accounts data have been revised from 2002 onward. The new data are obtained through a new computation methodology that uses an updated input-output table. The base year for the constant prices data is 2007. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2007 Chain-weighted: Yes, from 2011 Primary domestic currency: Cabo Verde escudo Data last updated: 09/2017	6.291	7.477	9.026	10.931	12.340	13.898	16.827	18.839	21.052	23.037	23.749	25.243	26.840	32.011	36.653	41.215	45.641	50.292	56.397	67.501	70.536	75.848	79.597	87.090	90.811	96.690	108.722	121.974	134.698	135.879	138.569	147.924	150.351	153.723	154.436	158.699	163.381	171.762	181.585	192.713	204.543	217.194	230.655	2016
CPV	Cabo Verde	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	0.157	0.154	0.155	0.152	0.145	0.152	0.210	0.260	0.292	0.295	0.339	0.353	0.395	0.398	0.448	0.536	0.553	0.540	0.575	0.652	0.589	0.616	0.679	0.891	1.023	1.090	1.237	1.514	1.789	1.712	1.664	1.865	1.752	1.851	1.861	1.597	1.640	1.728	1.869	1.991	2.115	2.237	2.365	2016
KHM	Cambodia	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	183.155	125.581	241.312	296.715	737.478	1,644.860	3,089.037	6,665.623	7,105.040	8,433.707	9,201.921	10,145.329	11,720.318	13,376.073	14,082.638	15,633.218	16,780.540	18,535.164	21,438.340	25,754.291	29,849.485	35,042.181	41,968.385	43,056.732	47,047.985	52,068.693	56,649.673	61,413.701	67,484.869	73,694.321	81,703.040	90,324.635	99,753.462	110,220.616	121,415.685	133,535.201	146,416.881	2016
KHM	Cambodia	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	0.205	0.141	0.276	0.346	0.899	2.011	2.439	2.427	2.765	3.441	3.507	3.443	3.130	3.513	3.667	3.992	4.289	4.665	5.334	6.287	7.268	8.630	10.342	10.391	11.232	12.818	14.049	15.249	16.714	18.150	20.157	22.252	24.307	26.566	28.945	31.488	34.150	2016
CMR	Cameroon	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 08/2017	1,604.983	2,044.539	2,472.853	2,979.582	3,636.228	4,369.035	4,673.254	4,463.537	4,147.817	3,998.165	3,815.832	3,801.485	3,636.517	3,590.985	4,004.802	4,529.322	4,883.825	5,324.762	5,797.924	6,170.607	6,612.385	7,061.440	7,583.077	7,917.000	8,333.881	8,749.600	9,387.500	9,792.273	10,443.829	11,040.329	11,699.685	12,545.700	13,514.687	14,607.000	15,845.867	16,806.957	17,384.218	18,123.504	19,110.479	20,353.238	21,780.170	23,396.496	25,155.448	2016
CMR	Cameroon	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	7.672	8.691	8.335	8.401	8.879	9.274	12.088	14.002	14.219	12.678	12.692	14.152	12.970	13.532	9.207	8.733	9.732	9.841	9.828	10.015	9.027	9.638	10.888	13.630	15.784	16.617	17.970	20.461	23.432	23.442	23.667	26.612	26.487	29.576	32.101	28.431	29.330	30.652	33.061	35.347	37.862	40.515	43.359	2016
CAN	Canada	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2007 Chain-weighted: Yes, from 1980 Primary domestic currency: Canadian dollar Data last updated: 08/2017	321.576	367.121	386.773	419.691	460.243	498.075	524.450	571.926	624.401	669.026	692.997	699.253	716.019	744.608	789.507	828.973	857.023	903.902	937.295	1,004.456	1,102.380	1,140.505	1,189.452	1,250.315	1,331.178	1,417.028	1,492.207	1,573.532	1,652.923	1,567.365	1,662.130	1,769.921	1,822.808	1,897.531	1,983.117	1,986.193	2,027.544	2,131.372	2,230.441	2,321.052	2,409.822	2,506.223	2,603.969	2016
CAN	Canada	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	275.028	306.223	313.524	340.550	355.373	364.771	377.445	431.334	507.378	565.077	593.962	610.322	592.401	577.200	578.138	604.034	628.569	652.834	631.852	676.005	742.319	736.425	757.981	892.498	1,023.170	1,169.467	1,315.515	1,464.978	1,549.073	1,371.152	1,613.463	1,788.647	1,824.289	1,842.627	1,792.883	1,552.808	1,529.760	1,640.385	1,763.490	1,838.636	1,907.176	1,979.026	2,052.234	2016
CAF	Central African Republic	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2012 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 08/2017	168.400	218.100	240.400	253.900	278.700	379.900	386.042	362.243	380.169	402.884	404.996	396.168	377.857	366.245	473.619	560.037	516.647	566.036	606.400	638.667	628.224	657.803	671.264	645.111	663.980	705.415	763.713	813.587	889.060	935.747	983.628	1,036.029	1,107.694	750.232	841.939	936.724	1,041.396	1,151.611	1,276.076	1,409.996	1,557.493	1,715.995	1,885.789	2012
CAF	Central African Republic	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	0.714	0.743	0.719	0.690	0.670	0.883	1.158	1.275	1.372	1.354	1.572	1.498	1.494	1.309	0.858	1.117	1.000	0.979	1.036	1.039	0.885	0.897	0.963	1.110	1.257	1.337	1.461	1.698	1.985	1.982	1.986	2.196	2.171	1.519	1.706	1.593	1.780	1.992	2.233	2.495	2.798	3.139	3.450	2012
TCD	Chad	Gross domestic product, current prices	National currency	Billions	Source: Central Bank Latest actual data: 2015 National accounts manual used: Unknown GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 09/2017	166.130	251.026	283.845	352.322	435.069	441.746	419.241	412.379	477.903	483.335	497.141	510.382	499.179	466.681	741.300	816.756	930.503	1,020.297	1,164.875	1,069.308	1,115.969	1,417.998	1,567.753	1,799.591	2,639.318	3,518.122	3,892.341	4,157.426	4,652.386	4,385.556	5,290.608	5,742.404	6,332.447	6,417.738	6,912.490	6,474.073	5,984.080	6,023.398	6,271.366	6,617.820	7,093.580	7,568.735	8,071.384	2015
TCD	Chad	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	0.738	0.873	0.844	0.844	0.907	0.983	1.211	1.372	1.604	1.515	1.826	1.809	1.886	1.648	1.335	1.636	1.819	1.748	1.975	1.739	1.572	1.936	2.257	3.102	5.003	6.681	7.451	8.687	10.438	9.312	10.702	12.181	12.411	12.994	14.003	10.952	10.096	9.740	10.124	10.685	11.461	12.195	12.933	2015
CHL	Chile	Gross domestic product, current prices	National currency	Billions	Source: Central Bank Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2013. Seasonally adjusted GDP data, therefore, base year is not equal to 100. Chain-weighted: Yes, from 2003 Primary domestic currency: Chilean peso Data last updated: 08/2017	1,124.364	1,331.253	1,295.699	1,628.832	1,979.840	2,773.021	3,575.326	4,795.526	6,312.925	7,923.360	10,061.659	13,264.123	16,777.266	20,009.160	23,998.860	29,203.488	32,168.000	35,610.000	37,554.000	38,220.000	41,986.000	45,061.000	48,039.000	52,300.000	60,488.000	68,828.000	82,077.000	90,633.000	93,788.000	96,540.000	111,371.000	121,917.000	129,906.000	137,865.000	148,841.000	158,638.000	167,221.000	174,218.007	183,149.399	193,247.798	204,397.662	216,635.561	230,029.969	2016
CHL	Chile	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	28.830	34.135	25.452	20.674	20.104	17.239	18.532	21.857	25.766	29.681	33.000	37.983	46.272	49.507	57.116	73.602	78.027	84.926	81.588	75.121	77.825	70.969	69.729	75.644	99.237	122.958	154.782	173.471	179.512	172.512	218.268	252.068	267.026	278.340	260.954	242.538	247.025	263.206	265.224	277.077	290.162	304.490	320.115	2016
CHN	China	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2016. Latest actual data for real GDP and expenditure breakdown is 2016. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Authorities publish production-based measure; staff estimates expenditure-based measures. Start/end months of reporting year: January/December Base year: 2015. For the national account real, we are using 2015 as base year Chain-weighted: No Primary domestic currency: Chinese yuan Data last updated: 09/2017	457.529	495.726	542.628	607.869	734.589	918.047	1,047.368	1,229.422	1,533.217	1,735.962	1,906.697	2,212.421	2,733.424	3,590.010	4,882.265	6,153.905	7,210.248	8,002.478	8,548.631	9,082.384	10,057.683	11,125.020	12,229.215	13,831.469	16,274.212	18,919.039	22,120.650	27,169.932	31,993.585	34,988.334	41,070.826	48,603.778	54,098.889	59,696.286	64,718.168	69,910.944	74,631.490	81,132.982	88,028.511	95,444.031	103,468.011	111,984.160	120,794.550	2016
CHN	China	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	305.350	290.724	286.729	307.683	316.666	312.616	303.340	330.303	411.923	461.066	398.623	415.604	495.671	623.054	566.471	736.870	867.224	965.320	1,032.576	1,097.133	1,214.912	1,344.097	1,477.483	1,671.072	1,966.223	2,308.786	2,774.308	3,571.451	4,604.285	5,121.681	6,066.351	7,522.103	8,570.348	9,635.025	10,534.526	11,226.186	11,232.108	11,937.562	13,118.689	14,243.370	15,551.887	16,926.400	18,382.660	2016
COL	Colombia	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: Fifth Manual GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005. DANE (Colombia Institute of Statistics) has done a rebasing of the national accounts (now base year is 2005 and before 2000). Data with the new base is ONLY AVAILABLE FROM 2000. The change also includes methodological changes (for example, direct estimation of private consumption based on a survey) and most important, change in the index formulae (historically a Laspeyres fixed-base index and now a Laspeyres chain index). The main implications are that the 2000 and 2005 series are not comparable and the chain index is associated with non-additivity of the components. Chain-weighted: Yes, from 2000 Primary domestic currency: Colombian peso Data last updated: 08/2017	2,211.893	2,777.277	3,497.974	4,277.941	5,401.931	6,955.730	9,507.914	12,360.380	16,432.141	21,188.048	28,333.602	36,567.745	46,944.644	61,488.317	81,216.000	101,548.000	121,117.000	146,368.000	168,949.000	182,275.000	208,531.000	225,851.000	245,323.000	272,345.000	307,762.000	340,156.000	383,898.000	431,072.000	480,087.000	504,647.000	544,924.000	619,894.000	664,240.000	710,497.000	757,065.000	799,312.000	862,675.000	921,205.792	978,090.912	1,042,700.249	1,113,181.561	1,188,426.954	1,268,758.662	2016
